"trip_id","origin_airport","destination","destination_airport","seats","return_flight_booked","departure_time","return_time","checked_bags","trip_airline","destination_airport_lat","destination_airport_lon","base_fare_usd"
"393428-b24f2929c29442439bbbfe0c5567150c","LIT","chicago","UGN","1","true","2022-11-09 08:00:00","2022-11-11 08:00:00","1","United Airlines","41.786","-87.752","164.6"
"393429-2e045253f2654f5c81c26f97fd1decf2","SFO","los angeles","LSQ","1","true","2022-11-10 13:00:00","2022-11-14 13:00:00","0","American Airlines","33.942","-118.408","102.32"
"393433-c04c034a20104caabe63ea74503700fb","YVR","nashville","BNA","1","true","2022-11-10 11:00:00","2022-11-14 11:00:00","0","Allegiant Air","36.124","-86.678","580.78"
"393434-5ed5926c1c3745d4bcfd61c7ad21c766","LRD","houston","EFD","1","true","2022-11-12 11:00:00","2022-11-14 11:00:00","1","United Airlines","29.607","-95.159","87.22"
"393436-758ac48a7d4b4fd5bcaf258b551b3929","PNE","indianapolis","IND","1","true","2022-11-10 07:00:00","2022-11-10 07:00:00","0","Delta Air Lines","39.717","-86.294","172.57"
"393441-36d93600033946dfa83e542774eefd1b","NZY","denver","DEN","1","true","2022-11-12 07:00:00","2022-11-14 07:00:00","1","AeroMéxico","39.858","-104.667","263.26"
"393444-1f3612b7eff94b70b2a87ef6bfcb9b87","AUS","houston","HOU","1","true","2022-11-09 13:00:00","2022-11-11 13:00:00","0","Southwest Airlines","29.607","-95.159","54.81"
"393446-6c2d45d1a2644175bdee0eba5b5e9c54","MCF","louisville","LOU","1","true","2022-11-17 09:00:00","2022-11-21 09:00:00","0","Delta Air Lines","38.228","-85.664","206.24"
"393448-851ff8fa22834e24b7e053bb5286c54b","OFF","mexico city","MEX","2","true","2023-02-24 11:00:00","2023-03-09 11:00:00","1","AeroMéxico","19.436","-99.072","808.91"
"393450-059b485884914a9ab47cd5d1e381eec6","LCK","new york","LGA","1","true","2022-11-09 14:00:00","2022-11-13 14:00:00","1","Air Canada","40.64","-73.779","143.87"
"393458-4fb24e2924494acc9c3d72c87dc89ba3","MSN","fort worth","FTW","3","true","2022-11-12 07:00:00","2022-11-28 07:00:00","1","Delta Air Lines","32.82","-97.362","730.04"
"393459-b51626ec09e64e0fa4564a994d34c9f1","SJC","louisville","LOU","1","true","2022-11-10 10:00:00","2022-11-13 10:00:00","0","United Airlines","38.228","-85.664","575.81"
"393464-42e19886b8f344879e45c54b8bffc66e","PNE","lisbon","LIS","1","true","2023-01-27 18:00:00","2023-02-05 18:00:00","0","Air Moldova","38.781","-9.136","860.43"
"393473-f962c644fa8e40bd9a99e33744f61696","JFK","bangkok","BKK","1","true","2022-12-29 14:00:00","2023-01-10 14:00:00","0","Oman Air","13.912","100.607","2470.31"
"393481-461d9254a7ff41db9686e69f1eadacd2","TPA","el paso","ELP","1","true","2022-11-10 07:00:00","2022-11-11 07:00:00","0","Allegiant Air","31.849","-106.38","324.03"
"393491-9535dadc96a74378a7b1f80aa768eed3","LGA","los angeles","LAX","1","true","2022-11-08 07:00:00","2022-11-13 07:00:00","1","Alaska Airlines","33.942","-118.408","676.5"
"393492-a4565c9446ba40a2a692afc44ca2375a","CLT","los angeles","LAX","1","true","2022-11-09 07:00:00","2022-11-13 07:00:00","1","Delta Air Lines","33.942","-118.408","628.95"
"393494-fd193951ca9745a080bd8fffa74434eb","LGA","phoenix","LUF","1","true","2022-11-11 07:00:00","2022-11-14 07:00:00","0","American Airlines","33.535","-112.383","650.31"
"393497-cdf2999da4924f03880a170adbc757e8","NBG","new york","JFK","1","true","2022-11-10 07:00:00","2022-11-15 07:00:00","2","Iberia Airlines","40.64","-73.779","334.74"
"393500-db01aa014b0a461085708f6326534be0","DEN","charlotte","CLT","1","true","2022-11-11 11:00:00","2022-11-14 11:00:00","0","JetBlue Airways","35.214","-80.943","367.02"
"393504-09bb780d1f8c47ee9a626b7042621d9f","YYZ","san antonio","SVZ","1","true","2022-11-14 07:00:00","2022-11-21 07:00:00","0","Conviasa","29.529","-98.279","401.77"
"393505-ad1499a767f14b108d9e825eb13cb1c6","UGN","new york","LGA","1","true","2022-11-10 10:00:00","2022-11-13 10:00:00","1","American Airlines","40.64","-73.779","206.4"
"393506-cc0ae01e2cac49969b85a3526a1031a5","LGA","houston","IAH","1","true","2022-11-15 07:00:00","2022-11-17 07:00:00","0","United Airlines","29.607","-95.159","398.75"
"393508-6d1072957ac6473197d0a61740b6d5e2","CLT","denver","DEN","1","true","2022-11-11 07:00:00","2022-11-16 07:00:00","0","United Airlines","39.858","-104.667","396.17"
"393512-e83129a029184313b822048dbae0763e","LAX","san francisco","SFO","1","true","2022-11-11 07:00:00","2022-11-18 07:00:00","0","Delta Air Lines","37.619","-122.375","86.57"
"393513-76e8640758c2468689c4bb7cb1d74491","EFD","edmonton","YED","1","true","2022-11-08 07:00:00","2022-11-12 07:00:00","1","United Airlines","53.667","-113.467","514.85"
"393514-5ccd5cd88be148238479dbac1d750642","SFO","fresno","FAT","1","true","2022-11-09 07:00:00","2022-11-11 07:00:00","1","Allegiant Air","36.776","-119.718","42.04"
"393516-539dececc71243c1bf70c783e5775780","YMX","san jose","SJC","2","true","2022-11-11 11:00:00","2022-11-16 11:00:00","1","Virgin Atlantic Airways","37.362","-121.929","1324.84"
"393520-daa5d8853300458c9e01cb4c5ad3094c","YYC","washington","IAD","1","true","2022-11-11 08:00:00","2022-11-16 08:00:00","1","American Airlines","38.852","-77.037","635.31"
"393521-045de35eca3b415fb0328c0354fdc5a4","LGA","boston","BOS","1","true","2022-11-11 07:00:00","2022-11-15 07:00:00","0","Spirit Airlines","42.364","-71.005","55.25"
"393523-b7447d0d7b0e46079dabeeebe609d76d","IND","austin","AUS","1","true","2022-11-09 07:00:00","2022-11-12 07:00:00","1","Allegiant Air","30.194","-97.67","254.38"
"393526-62c058ce187148829d8104c8d7000c94","MCI","memphis","MEM","1","true","2022-11-11 13:00:00","2022-11-24 13:00:00","0","Delta Air Lines","35.042","-89.977","108.62"
"393529-d43d6dc466384a5a89cd293ec2cdf8fa","IND","san antonio","SAT","1","true","2022-11-12 07:00:00","2022-11-13 07:00:00","0","JetBlue Airways","29.529","-98.279","257.44"
"393530-3f406efa1665498d912ad2f70d44fd80","SHV","jacksonville","LRF","1","true","2022-11-13 09:00:00","2022-11-24 09:00:00","0","Ryanair","30.494","-81.688","195.38"
"393532-277b306b6af5469fb59e075fbdc71db8","JFK","memphis","MEM","1","true","2022-11-14 07:00:00","2022-11-30 07:00:00","1","American Airlines","35.042","-89.977","271.47"
"393544-0643aa261df54f2e87ac3493e674fa6c","COS","fort worth","FTW","1","true","2022-11-12 15:00:00","2022-11-14 15:00:00","1","United Airlines","32.82","-97.362","157.13"
"393548-7d280c7f20404b609b48abb7b62f2879","CLT","quebec","YQB","1","true","2022-11-07 12:00:00","2022-11-12 12:00:00","0","Air Canada","46.788","-71.398","266.94"
"393550-7e843eeaba924de0a75cdc14d11ba5fb","YHM","san antonio","SAT","2","true","2022-11-10 07:00:00","2022-11-16 07:00:00","2","Delta Air Lines","29.529","-98.279","810.29"
"393557-a4daea2439cd41fda52a0a319e036af1","PWM","new york","LGA","2","true","2022-11-10 15:00:00","2022-11-12 15:00:00","0","Pinnacle Airlines","40.64","-73.779","158.48"
"393559-56d6a97306974c4cb10b414593c4c025","PNE","toronto","YZD","1","true","2022-11-13 15:00:00","2022-11-18 15:00:00","1","Delta Air Lines","43.862","-79.37","96.18"
"393566-1c3b5c887d2e40508b9eab86824f2abf","FTW","washington","IAD","1","true","2022-11-11 12:00:00","2022-11-21 12:00:00","0","United Airlines","38.852","-77.037","382.4"
"393567-2dce9a1e323e4f6593b19597ab9a439d","UGN","houston","EFD","3","true","2022-11-10 16:00:00","2022-11-15 16:00:00","0","American Airlines","29.607","-95.159","894.14"
"393568-dcd8cf1f9f01486c99452725b0d51d16","LGA","fort worth","FTW","1","true","2022-11-09 07:00:00","2022-11-14 07:00:00","1","Ryanair","32.82","-97.362","304.51"
"393569-aab16ad4976c4263bd54d1c11a59df8b","PVD","chicago","MDW","2","true","2022-11-12 07:00:00","2022-11-18 07:00:00","2","Southwest Airlines","41.786","-87.752","516.7"
"393571-b6c0d44605c14d74bae16b66f154e662","SMF","jacksonville","JAX","2","true","2022-11-14 07:00:00","2022-11-17 07:00:00","1","United Airlines","30.494","-81.688","1352.07"
"393574-c3c548cc1f214be0a151158372e47b27","IAD","chicago","UGN","1","true","2022-11-07 16:00:00","2022-11-11 16:00:00","0","Delta Air Lines","41.786","-87.752","169.57"
"393577-90edf3817b5b4f4a92ad621e834ddfe3","YZD","dubai","DXB","2","true","2023-01-27 09:00:00","2023-02-05 09:00:00","1","Emirates","25.255","55.364","4226.05"
"393578-e836b378d6644d9686cd1e2b4f46748f","IAH","philadelphia","PHL","1","true","2022-11-11 07:00:00","2022-11-15 07:00:00","1","American Airlines","39.872","-75.241","362.34"
"393584-c325548a14334b189ef222fc2d1af5dc","BTR","phoenix","LUF","1","true","2022-11-10 13:00:00","2022-11-13 13:00:00","1","Ryanair","33.535","-112.383","350.53"
"393585-f34cdcb67cf24e84a71301ec2e1105af","SLC","boston","BOS","1","true","2022-11-18 13:00:00","2022-11-22 13:00:00","0","AirTran Airways","42.364","-71.005","566.0"
"393586-454f1ac921274ed2b30bd005d8782830","NGU","new york","JFK","1","true","2022-11-11 10:00:00","2022-11-15 10:00:00","0","United Airlines","40.64","-73.779","84.68"
"393587-40461ceca1974995bb384b9dabcccff0","SJC","toronto","YTZ","1","true","2022-11-09 15:00:00","2022-11-11 15:00:00","0","Porter Airlines","43.862","-79.37","623.77"
"393590-a7f0506052cb4cc088eb0747c1a6a58f","ATL","new york","LGA","4","true","2023-02-24 09:00:00","2023-03-03 09:00:00","3","United Airlines","40.64","-73.779","845.57"
"393598-ad3d17f90d6440bdb29936ae489a6b90","TNT","sydney","BWU","2","true","2023-01-27 07:00:00","2023-02-07 07:00:00","1","Ryanair","46.161","-60.048","1048.77"
"393602-bdb61b54c7ac4ef595e1aa28fa65743f","OKC","san antonio","RND","1","true","2022-11-13 07:00:00","2022-11-16 07:00:00","1","Ryanair","29.529","-98.279","115.34"
"393608-5f8c7c2e89bc4389996dc344c0c129d4","YHZ","houston","HOU","1","true","2022-11-11 14:00:00","2022-11-15 14:00:00","1","Southwest Airlines","29.607","-95.159","566.84"
"393609-26867450d9bd4e4eb2ae0e31f5a14119","CLT","phoenix","LUF","1","true","2022-11-11 08:00:00","2022-11-17 08:00:00","0","United Airlines","33.535","-112.383","546.3"
"393613-fed12cb73cc845c78a240630eccd2c3b","LGA","montreal","YUL","1","true","2022-11-12 12:00:00","2022-11-19 12:00:00","0","Delta Air Lines","45.517","-73.417","97.15"
"393614-32dc2b1b8b664ddd9db182901c91b8cf","JFK","los angeles","LAX","1","true","2022-11-08 13:00:00","2022-11-14 13:00:00","1","Air Berlin","33.942","-118.408","693.98"
"393615-7ca0d43d5b8b4e31928dc66cab4deb30","HOU","memphis","MEM","1","true","2022-11-14 10:00:00","2022-11-17 10:00:00","1","Delta Air Lines","35.042","-89.977","141.32"
"393616-d15e6a03178143298d81be0e3d32813f","OAK","philadelphia","PHL","1","false","2022-11-09 07:00:00","","0","Southwest Airlines","39.872","-75.241","374.33"
"393618-1726a34acd0e40dcbf262bb300c0644d","DEN","montreal","YHU","1","true","2022-11-12 16:00:00","2022-11-18 16:00:00","0","American Airlines","45.517","-73.417","436.35"
"393620-82b15314a8534618a9e5e334a762a240","TCM","los angeles","LAX","1","true","2022-11-11 07:00:00","2022-11-15 07:00:00","1","American Airlines","33.942","-118.408","308.1"
"393626-0b36beb42b934214a0d0af2f259e5518","AKR","macau","MFM","2","true","2023-02-24 21:00:00","2023-03-18 21:00:00","1","Air Macau","22.149","113.591","4422.71"
"393627-1edd12bf1aeb48ddb5cced2d0a8761d1","LAX","edmonton","YXD","1","true","2022-11-08 12:00:00","2022-11-13 12:00:00","0","Ryanair","53.667","-113.467","370.14"
"393628-8caa1ae02aed4a3fba8e8a016f60358c","AMA","calgary","YYC","1","true","2022-11-08 12:00:00","2022-11-11 12:00:00","0","WestJet","51.114","-114.02","367.91"
"393631-667880eb02064ea2b792f4de7bb65453","ORD","houston","EFD","1","true","2022-11-13 10:00:00","2022-11-17 10:00:00","1","Ryanair","29.607","-95.159","264.41"
"393632-3ee33259673a4db1ae4871890ca6ede7","AMA","houston","HOU","1","true","2023-02-23 18:00:00","2023-03-07 18:00:00","0","Southwest Airlines","29.607","-95.159","161.89"
"393633-4f04399336b84466945844166da44d39","LUF","new york","LGA","1","true","2022-11-16 07:00:00","2022-11-21 07:00:00","0","Delta Air Lines","40.64","-73.779","614.78"
"393634-9291485d1b8249eca97bb0630caa493c","RND","san diego","NZY","1","true","2022-11-10 07:00:00","2022-11-14 07:00:00","1","Delta Air Lines","32.699","-117.215","302.2"
"393639-9468d19994b3491e9adba2f8a901be09","UGN","los angeles","LAX","1","true","2022-11-11 15:00:00","2022-11-15 15:00:00","1","JetBlue Airways","33.942","-118.408","497.81"
"393643-124bcf797ac741d8bc0a50cbaaa0a71d","MDW","los angeles","LSQ","1","true","2022-11-11 08:00:00","2022-11-13 08:00:00","1","Delta Air Lines","33.942","-118.408","513.36"
"393646-dae372c4b5eb4d1cbf405960f1b0f0eb","EDF","san antonio","RND","1","true","2022-11-09 13:00:00","2022-11-13 13:00:00","1","Delta Air Lines","29.529","-98.279","971.34"
"393649-47b265fc81f04d21bbab21c92206d2f3","CRP","jacksonville","NCA","2","true","2022-11-09 07:00:00","2022-11-23 07:00:00","0","Delta Air Lines","30.494","-81.688","531.89"
"393652-e6922c368a784d99a9e280562701ff2f","SNA","san jose","SJC","1","true","2022-11-11 11:00:00","2022-11-17 11:00:00","0","Alaska Airlines","37.362","-121.929","99.33"
"393655-0056fc9defff466ea41f849c8bc4c1dc","JFK","toronto","YYZ","1","true","2022-11-12 08:00:00","2022-11-16 08:00:00","0","Air Canada","43.862","-79.37","108.28"
"393661-c4fbc41a01074296bbba607a44349622","JFK","baltimore","BWI","1","true","2022-11-08 13:00:00","2022-11-11 13:00:00","1","Southwest Airlines","39.175","-76.668","54.11"
"393662-07955333573a4f58964410bdf68fb7a2","SAT","vancouver","YVR","1","true","2022-11-08 08:00:00","2022-11-12 08:00:00","0","Air Canada","49.195","-123.182","501.04"
"393670-23409f538dbe4b9189c7ecb78c7fdf22","LAX","el paso","BIF","1","true","2022-11-10 07:00:00","2022-11-11 07:00:00","1","United Airlines","31.849","-106.38","188.46"
"393671-8f3b8495bf334a5c92239971b3f5e179","AUS","new york","JFK","1","true","2022-11-10 07:00:00","2022-11-16 07:00:00","0","JetBlue Airways","40.64","-73.779","444.88"
"393673-5f704c9efe9d4aaab5cf963920df7773","BFL","dallas","DAL","1","true","2022-11-11 13:00:00","2022-11-21 13:00:00","0","AirTran Airways","32.847","-96.852","380.76"
"393675-5ade567a68ae49338106f9c63fd3f632","PDX","toronto","YZD","1","true","2022-11-11 08:00:00","2022-11-14 08:00:00","0","Ryanair","43.862","-79.37","605.04"
"393680-69a35b4d02924242b42dc73040a28116","JFK","detroit","YIP","1","true","2022-11-13 08:00:00","2022-11-17 08:00:00","1","United Airlines","42.409","-83.01","144.03"
"393685-b9f3d2e1d4ba4e3e8579e9ea7698f1a7","HOU","philadelphia","PHL","1","true","2022-11-10 07:00:00","2022-11-12 07:00:00","0","Delta Air Lines","39.872","-75.241","410.11"
"393686-8e785a972f7d4eda802b4c7750bcda00","DAL","indianapolis","IND","1","true","2022-11-14 07:00:00","2022-11-17 07:00:00","1","AirTran Airways","39.717","-86.294","245.29"
"393690-cb7d20f560f34c34994438d760df406e","CMH","calgary","YYC","1","true","2022-11-25 07:00:00","2022-11-27 07:00:00","0","Air Canada","51.114","-114.02","503.45"
"393692-02d3ae18687f4dad92353069b31c1bfa","LGA","chicago","UGN","2","true","2022-11-07 13:00:00","2022-11-11 13:00:00","1","American Airlines","41.786","-87.752","458.48"
"393694-6e9701783cdd4499be4821bd21f6d9dd","YYZ","jacksonville","NIP","1","true","2022-11-15 13:00:00","2022-11-21 13:00:00","0","Delta Air Lines","30.494","-81.688","257.73"
"393698-7c5eeb63e18942308d2c3c69b2f9ec1b","DCA","jacksonville","LRF","1","true","2022-11-11 16:00:00","2022-11-16 16:00:00","1","Ryanair","30.494","-81.688","150.38"
"393699-4a48f0dabde94105882c8d5115ce9a3c","ROC","paris","ORY","1","true","2023-01-27 10:00:00","2023-02-07 10:00:00","0","Aigle Azur","48.969","2.441","1075.07"
"393701-91e697dd2517458db2cc56a255a13a95","DAL","san francisco","SFO","2","true","2022-11-12 14:00:00","2022-11-16 14:00:00","1","American Airlines","37.619","-122.375","878.23"
"393705-67e40c8e171b4107ac2215872be9b206","PHX","montreal","YHU","1","true","2022-11-13 07:00:00","2022-11-19 07:00:00","1","American Airlines","45.517","-73.417","646.87"
"393706-a33ecc919ef84223abdb30bac697cba5","YUL","new york","LGA","2","true","2023-01-27 21:00:00","2023-02-07 21:00:00","1","JetBlue Airways","40.64","-73.779","204.99"
"393713-32aa40a150c948c5b12cade4125150d1","ORD","fort worth","FTW","1","true","2022-11-12 07:00:00","2022-11-15 07:00:00","0","American Airlines","32.82","-97.362","261.5"
"393714-dbb08347b2144ae6bd3a30a910ed4ec2","SAT","toronto","YZD","2","true","2022-11-10 08:00:00","2022-11-13 08:00:00","1","Ryanair","43.862","-79.37","691.41"
"393717-e7bdbce7ee524883936bf26e58f366dd","SCK","charlotte","CLT","1","true","2022-11-10 07:00:00","2022-11-13 07:00:00","0","American Airlines","35.214","-80.943","603.99"
"393718-e7a064bff0fb4ab393cd7a6d4db2a8c3","JFK","san francisco","SFO","1","true","2022-11-12 07:00:00","2022-11-20 07:00:00","0","United Airlines","37.619","-122.375","734.16"
"393720-53a64a1c29e54e68aed184e3f5d7b39c","DCA","denver","DEN","1","true","2022-11-09 11:00:00","2022-11-11 11:00:00","0","Southwest Airlines","39.858","-104.667","467.81"
"393721-6b9e992e42ca4fdc92065e5f9f793055","BFI","austin","AUS","1","true","2022-11-09 11:00:00","2022-11-17 11:00:00","1","AirTran Airways","30.194","-97.67","499.9"
"393722-e100c922d9244f90a67085457b1176ee","YUL","new york","JFK","2","true","2022-11-08 07:00:00","2022-11-12 07:00:00","0","South African Airways","40.64","-73.779","191.05"
"393726-95193baf617e465eb2cab04184b9cc52","MCI","new york","JFK","1","true","2022-11-11 08:00:00","2022-11-13 08:00:00","1","TAM Brazilian Airlines","40.64","-73.779","327.65"
"393737-23ef05e86a8540608e5d24fd8b31787a","MCC","chicago","ORD","1","true","2022-11-13 08:00:00","2022-11-16 08:00:00","0","American Airlines","41.786","-87.752","500.53"
"393738-2cd7221ae5174d16866ddcc94c83073b","DET","jacksonville","NZC","1","true","2022-11-09 09:00:00","2022-11-18 09:00:00","0","Delta Air Lines","30.494","-81.688","249.79"
"393742-bd405ef3e847411eb3226a4803410213","MCO","portland","PWM","2","false","2023-01-27 12:00:00","","1","AirTran Airways","45.589","-122.597","746.07"
"393745-44cc88beb69a49cf84eff1da051f6972","LGA","baltimore","BWI","2","true","2022-11-16 11:00:00","2022-12-03 11:00:00","0","AirTran Airways","39.175","-76.668","102.94"
"393746-2212b1393c5f40f7a3e44861f5eee684","YQG","hamilton","HLZ","1","true","2022-11-10 08:00:00","2022-11-14 08:00:00","1","Air New Zealand","43.173","-79.935","48.2"
"393747-6b28d8eb52fc4713bd746c4c816ceb7e","YZD","san jose","SJO","1","false","2022-11-13 14:00:00","","0","LACSA","37.362","-121.929","317.04"
"393753-8a1f31a1a9f94f648f12fd3449a85746","JFK","hamilton","HLZ","1","true","2022-11-10 07:00:00","2022-11-12 07:00:00","2","Air New Zealand","43.173","-79.935","92.83"
"393754-3b44c5ad4be94213882012f788b679d5","SJC","new york","LGA","2","true","2022-11-11 07:00:00","2022-11-14 07:00:00","0","AirTran Airways","40.64","-73.779","1333.22"
