"user_id","birthdate","gender","married","has_children","home_country","home_city","home_airport","home_airport_lat","home_airport_lon","sign_up_date"
"9861","1959-07-11","F","true","false","usa","san diego","NZY","32.699","-117.215","2021-06-20"
"9862","1995-08-08","F","true","false","usa","omaha","OMA","41.302","-95.894","2021-06-20"
"9863","1949-08-20","F","true","false","canada","saskatoon","YXE","52.171","-106.7","2021-06-20"
"9864","1965-06-11","F","true","true","usa","new york","LGA","40.777","-73.872","2021-06-20"
"9865","1976-02-22","M","false","true","usa","new york","LGA","40.777","-73.872","2021-06-20"
"9866","1971-07-28","F","true","true","usa","los angeles","LAX","33.942","-118.408","2021-06-20"
"9867","1980-10-15","F","true","false","canada","winnipeg","YAV","50.056","-97.032","2021-06-20"
"9868","2000-10-03","F","false","false","canada","calgary","YYC","51.114","-114.02","2021-06-20"
"9869","1953-09-17","M","true","false","usa","newark","EWR","40.692","-74.169","2021-06-20"
"9870","2003-06-26","M","false","false","usa","fresno","FAT","36.776","-119.718","2021-06-20"
"9871","1987-02-22","M","true","false","usa","detroit","YIP","42.238","-83.53","2021-06-20"
"9872","1989-06-18","F","true","false","usa","reno","RNO","39.498","-119.768","2021-06-20"
"9873","1986-04-16","F","true","false","usa","colorado springs","COS","38.806","-104.7","2021-06-20"
"9874","1987-11-27","M","true","false","usa","san jose","SJC","37.362","-121.929","2021-06-20"
"9875","1967-04-22","F","false","false","canada","toronto","YYZ","43.677","-79.631","2021-06-20"
"9876","1983-06-06","M","true","false","usa","san francisco","SFO","37.619","-122.375","2021-06-20"
"9877","1979-09-13","M","false","false","usa","san jose","SJC","37.362","-121.929","2021-06-20"
"9878","1976-04-11","F","true","false","canada","vancouver","YVR","49.195","-123.182","2021-06-20"
"9879","1990-12-12","F","false","false","usa","houston","EFD","29.607","-95.159","2021-06-20"
"9880","1982-02-14","O","false","false","canada","ottawa","YOW","45.323","-75.669","2021-06-20"
"9881","1984-06-14","M","true","true","usa","new york","JFK","40.64","-73.779","2021-06-20"
"9882","1988-07-23","F","false","false","usa","austin","AUS","30.194","-97.67","2021-06-20"
"9883","1966-09-08","F","true","false","usa","charlotte","CLT","35.214","-80.943","2021-06-20"
"9884","1987-05-27","F","false","false","usa","los angeles","LAX","33.942","-118.408","2021-06-20"
"9885","1986-10-11","M","false","true","usa","los angeles","LAX","33.942","-118.408","2021-06-20"
"9886","2005-01-19","F","false","true","usa","san francisco","SFO","37.619","-122.375","2021-06-20"
"9887","1987-11-19","F","false","true","canada","toronto","YYZ","43.677","-79.631","2021-06-20"
"9888","1987-07-20","M","false","true","usa","oakland","OAK","37.721","-122.221","2021-06-20"
"9889","1954-01-20","M","true","false","usa","new york","LGA","40.777","-73.872","2021-06-20"
"9890","1999-12-12","M","false","false","usa","atlanta","ATL","33.64","-84.427","2021-06-20"
"9891","1983-08-22","M","false","true","usa","chicago","MDW","41.786","-87.752","2021-06-20"
"9892","1973-02-17","M","false","false","usa","nashville","BNA","36.124","-86.678","2021-06-20"
"9893","1993-05-25","M","false","true","usa","new york","JFK","40.64","-73.779","2021-06-20"
"9894","1969-01-13","F","true","false","usa","miami","MIA","25.793","-80.291","2021-06-20"
"9895","1983-08-24","F","true","false","canada","montreal","YUL","45.468","-73.741","2021-06-20"
"9896","1984-12-15","F","false","false","canada","ottawa","YOW","45.323","-75.669","2021-06-20"
"9897","1988-09-25","M","false","false","usa","san francisco","SFO","37.619","-122.375","2021-06-20"
"9898","1974-08-28","F","true","false","usa","minneapolis","MSP","44.88","-93.217","2021-06-20"
"9899","1997-05-21","M","true","false","usa","baltimore","BWI","39.175","-76.668","2021-06-20"
"9900","1968-07-18","M","true","true","usa","atlanta","ATL","33.64","-84.427","2021-06-20"
"9901","1972-12-01","F","true","false","usa","new orleans","NBG","29.825","-90.035","2021-06-20"
"9902","1997-04-08","F","false","false","usa","charlotte","CLT","35.214","-80.943","2021-06-20"
"9903","1980-03-16","M","true","true","usa","houston","IAH","29.98","-95.34","2021-06-20"
"9904","1970-06-24","F","true","true","usa","detroit","DTW","42.212","-83.353","2021-06-20"
"9905","1990-08-14","M","true","false","usa","lubbock","LBB","33.664","-101.823","2021-06-20"
"9906","1981-04-18","F","true","false","usa","new york","LGA","40.777","-73.872","2021-06-21"
"9907","1955-09-14","M","true","false","usa","miami","MIA","25.793","-80.291","2021-06-21"
"9908","1979-07-09","F","true","false","canada","montreal","YUL","45.468","-73.741","2021-06-21"
"9909","1991-11-07","M","false","true","usa","winston-salem","INT","36.134","-80.222","2021-06-21"
"9910","1999-01-05","M","false","true","usa","seattle","SEA","47.449","-122.309","2021-06-21"
"9911","1976-01-07","F","true","true","canada","hamilton","YHM","43.173","-79.935","2021-06-21"
"9912","1984-06-17","M","true","true","usa","dallas","DAL","32.847","-96.852","2021-06-21"
"9913","1981-08-11","F","true","true","canada","vancouver","YVR","49.195","-123.182","2021-06-21"
"9914","1973-12-06","F","false","false","usa","phoenix","PHX","33.434","-112.008","2021-06-21"
"9915","1958-06-15","M","true","false","usa","seattle","BFI","47.53","-122.302","2021-06-21"
"9916","2006-12-08","M","false","false","usa","san francisco","SFO","37.619","-122.375","2021-06-21"
"9917","1994-09-10","F","false","false","usa","san antonio","SKF","29.384","-98.581","2021-06-21"
"9918","2003-08-15","M","false","false","usa","columbus","CMH","39.998","-82.892","2021-06-21"
"9919","1986-02-02","M","false","false","usa","sacramento","MCC","38.667","-121.401","2021-06-21"
"9920","1976-04-06","M","true","false","usa","new york","LGA","40.777","-73.872","2021-06-21"
"9921","2002-03-10","F","false","true","usa","san diego","SAN","32.733","-117.189","2021-06-21"
"9922","1978-04-14","F","true","false","usa","portland","PDX","45.589","-122.597","2021-06-21"
"9923","1993-03-14","F","false","false","canada","victoria","YYJ","48.647","-123.426","2021-06-21"
"9924","1984-12-10","M","true","false","usa","honolulu","HNL","21.316","-157.927","2021-06-21"
"9925","1964-01-24","F","true","false","usa","new york","LGA","40.777","-73.872","2021-06-21"
"9926","2004-08-28","F","true","false","usa","los angeles","LAX","33.942","-118.408","2021-06-21"
"9927","1960-11-15","M","false","true","usa","new york","JFK","40.64","-73.779","2021-06-21"
"9928","1992-07-21","M","false","false","usa","new york","JFK","40.64","-73.779","2021-06-21"
"9929","1953-07-28","M","true","false","usa","louisville","LOU","38.228","-85.664","2021-06-21"
"9930","2003-01-13","F","false","false","usa","phoenix","LUF","33.535","-112.383","2021-06-21"
"9931","1996-01-16","M","false","true","canada","toronto","YKZ","43.862","-79.37","2021-06-21"
"9932","1966-03-28","M","true","false","canada","windsor","YQG","42.276","-82.956","2021-06-21"
"9933","1994-12-16","M","false","false","usa","riverside","RIV","33.881","-117.259","2021-06-21"
"9934","1998-12-28","M","false","false","usa","san antonio","SKF","29.384","-98.581","2021-06-21"
"9935","1980-04-09","M","false","true","usa","salt lake city","SLC","40.788","-111.978","2021-06-21"
"9936","1983-12-19","F","true","false","usa","rochester","ROC","43.119","-77.672","2021-06-21"
"9937","1973-02-11","F","false","true","canada","london","YXU","43.036","-81.154","2021-06-21"
"9938","1992-04-18","F","false","false","usa","san jose","SJC","37.362","-121.929","2021-06-21"
"9939","1982-07-27","M","false","false","usa","new york","JFK","40.64","-73.779","2021-06-21"
"9940","1971-02-18","F","false","false","canada","calgary","YYC","51.114","-114.02","2021-06-21"
"9941","1979-07-01","F","true","true","usa","seattle","SEA","47.449","-122.309","2021-06-21"
"9942","1969-04-13","F","true","false","usa","chicago","UGN","42.422","-87.868","2021-06-21"
"9943","1983-11-11","M","false","false","canada","quebec","YQB","46.788","-71.398","2021-06-21"
"9944","1994-07-02","M","false","false","usa","detroit","YIP","42.238","-83.53","2021-06-21"
"9945","1981-08-27","F","false","false","canada","montreal","YUL","45.468","-73.741","2021-06-21"
"9946","1985-12-12","M","false","false","usa","philadelphia","PNE","40.082","-75.011","2021-06-21"
"9947","1975-11-11","F","true","false","canada","toronto","YZD","43.742","-79.466","2021-06-21"
"9948","1989-01-02","M","false","true","usa","portland","PDX","45.589","-122.597","2021-06-21"
"9949","1979-09-06","F","false","false","usa","anchorage","MRI","61.214","-149.846","2021-06-21"
"9950","1959-02-08","M","true","true","usa","colorado springs","COS","38.806","-104.7","2021-06-21"
"9951","1969-05-05","F","true","false","usa","dallas","DAL","32.847","-96.852","2021-06-21"
"9952","1986-04-15","F","false","true","usa","colorado springs","COS","38.806","-104.7","2021-06-21"
"9953","1989-08-22","M","false","false","usa","minneapolis","MSP","44.88","-93.217","2021-06-21"
"9954","1968-10-17","M","true","true","usa","los angeles","LAX","33.942","-118.408","2021-06-21"
"9955","1973-01-28","F","false","false","canada","montreal","YHU","45.517","-73.417","2021-06-21"
"9956","1998-02-14","F","true","false","usa","las vegas","LSV","36.236","-115.034","2021-06-21"
"9957","1984-08-25","F","false","true","usa","sacramento","MCC","38.667","-121.401","2021-06-21"
"9958","1977-09-09","F","false","true","canada","hamilton","YHM","43.173","-79.935","2021-06-21"
"9959","2006-09-23","M","false","false","usa","new york","LGA","40.777","-73.872","2021-06-21"
"9960","1975-10-14","M","true","false","usa","bakersfield","BFL","35.433","-119.057","2021-06-21"
"9961","1969-03-18","M","true","false","usa","san diego","NZY","32.699","-117.215","2021-06-21"
"9962","1964-08-24","F","true","false","usa","los angeles","LAX","33.942","-118.408","2021-06-21"
"9963","1974-12-02","F","true","false","usa","long beach","LGB","33.818","-118.151","2021-06-21"
"9964","1986-01-20","M","false","true","usa","newark","EWR","40.692","-74.169","2021-06-21"
"9965","1978-05-09","M","false","false","usa","san antonio","SKF","29.384","-98.581","2021-06-21"
"9966","1983-03-10","F","false","false","usa","chicago","UGN","42.422","-87.868","2021-06-21"
"9967","1983-09-11","M","false","false","canada","toronto","YKZ","43.862","-79.37","2021-06-21"
"9968","1978-01-06","M","false","false","usa","san francisco","SFO","37.619","-122.375","2021-06-21"
"9969","1993-05-25","F","false","false","usa","new york","JFK","40.64","-73.779","2021-06-21"
"9970","1992-03-18","M","false","false","usa","nashville","BNA","36.124","-86.678","2021-06-21"
"9971","1988-12-23","M","false","false","canada","montreal","YUL","45.468","-73.741","2021-06-21"
"9972","1997-07-21","M","false","true","canada","montreal","YUL","45.468","-73.741","2021-06-21"
"9973","2006-02-06","M","false","false","canada","halifax","YHZ","44.881","-63.509","2021-06-21"
"9974","1966-03-06","M","false","false","canada","montreal","YHU","45.517","-73.417","2021-06-21"
"9975","1984-11-24","M","false","false","usa","new york","LGA","40.777","-73.872","2021-06-21"
"9976","2006-02-08","M","false","false","usa","fort worth","FTW","32.82","-97.362","2021-06-21"
"9977","2001-09-22","M","false","false","canada","hamilton","YHM","43.173","-79.935","2021-06-21"
"9978","1999-08-05","M","true","false","usa","tacoma","TCM","47.138","-122.476","2021-06-21"
"9979","1971-05-01","M","true","true","usa","indianapolis","IND","39.717","-86.294","2021-06-21"
"9980","2000-10-20","M","false","true","usa","seattle","BFI","47.53","-122.302","2021-06-21"
"9981","1941-07-21","F","true","false","canada","montreal","YMX","45.68","-74.039","2021-06-21"
"9982","1989-03-27","F","false","false","usa","phoenix","PHX","33.434","-112.008","2021-06-21"
"9983","1987-01-27","M","false","false","usa","chicago","UGN","42.422","-87.868","2021-06-21"
"9984","1974-07-24","F","true","false","usa","los angeles","LAX","33.942","-118.408","2021-06-21"
"9985","1976-05-14","F","false","false","usa","jacksonville","NZC","30.219","-81.876","2021-06-21"
"9986","2005-03-18","F","false","false","usa","minneapolis","MSP","44.88","-93.217","2021-06-21"
"9987","1971-07-04","M","false","false","canada","toronto","YYZ","43.677","-79.631","2021-06-21"
"9988","1969-06-17","F","false","true","usa","new york","LGA","40.777","-73.872","2021-06-21"
"9989","2000-08-12","M","true","true","usa","oakland","OAK","37.721","-122.221","2021-06-21"
"9990","1972-12-09","M","true","false","usa","new york","JFK","40.64","-73.779","2021-06-21"
"9991","1981-06-03","M","true","false","usa","houston","EFD","29.607","-95.159","2021-06-21"
"9992","1981-05-08","M","false","false","usa","san diego","NZY","32.699","-117.215","2021-06-21"
"9993","1992-06-02","F","false","true","canada","montreal","YMX","45.68","-74.039","2021-06-21"
"9994","2002-04-19","M","false","false","usa","dallas","DAL","32.847","-96.852","2021-06-21"
"9995","1955-10-05","F","false","false","canada","calgary","YYC","51.114","-114.02","2021-06-21"
"9996","1999-01-26","F","false","false","canada","montreal","YUL","45.468","-73.741","2021-06-21"
"9997","2004-02-23","M","true","true","usa","jacksonville","JAX","30.494","-81.688","2021-06-21"
"9998","1972-05-27","M","true","false","usa","birmingham","BHM","33.563","-86.753","2021-06-21"
"9999","2003-01-23","M","false","false","usa","los angeles","LAX","33.942","-118.408","2021-06-21"
"10000","1982-09-26","F","false","false","usa","new york","JFK","40.64","-73.779","2021-06-21"
"10001","1990-03-10","M","false","true","canada","montreal","YMX","45.68","-74.039","2021-06-21"
"10002","1980-03-11","M","false","false","canada","toronto","YYZ","43.677","-79.631","2021-06-21"
"10003","1966-06-04","F","false","true","canada","london","YXU","43.036","-81.154","2021-06-21"
"10004","1982-11-03","F","false","true","canada","edmonton","YED","53.667","-113.467","2021-06-21"
"10005","1999-08-18","F","false","false","usa","baltimore","BWI","39.175","-76.668","2021-06-21"
"10006","1974-12-13","M","true","false","usa","new york","JFK","40.64","-73.779","2021-06-21"
"10007","1954-07-21","F","true","false","usa","spokane","GEG","47.62","-117.534","2021-06-21"
"10008","1971-07-10","M","false","false","usa","louisville","LOU","38.228","-85.664","2021-06-21"
"10009","1984-11-04","M","false","true","usa","boston","BOS","42.364","-71.005","2021-06-21"
"10010","2000-10-24","M","false","true","usa","atlanta","ATL","33.64","-84.427","2021-06-21"
"10011","1969-06-01","F","true","false","usa","indianapolis","IND","39.717","-86.294","2021-06-21"
"10012","1990-01-24","F","false","false","usa","new york","LGA","40.777","-73.872","2021-06-21"
"10013","1986-09-27","M","false","false","usa","st. petersburg","SPG","27.765","-82.627","2021-06-21"
"10014","1974-10-19","F","false","false","usa","nashville","BNA","36.124","-86.678","2021-06-21"
"10015","1970-01-13","F","true","false","usa","tucson","DMA","32.166","-110.883","2021-06-21"
"10016","1975-01-27","F","true","false","usa","phoenix","LUF","33.535","-112.383","2021-06-21"
"10017","1972-02-02","F","true","false","canada","toronto","YKZ","43.862","-79.37","2021-06-21"
"10018","1968-05-10","F","true","true","usa","los angeles","LAX","33.942","-118.408","2021-06-21"
"10019","1989-07-25","M","true","false","usa","chicago","ORD","41.979","-87.904","2021-06-21"
"10020","1986-04-27","M","false","true","usa","louisville","LOU","38.228","-85.664","2021-06-21"
"10021","1976-05-17","M","true","true","usa","fresno","FAT","36.776","-119.718","2021-06-21"
"10022","1960-06-23","M","true","true","usa","tulsa","TUL","36.198","-95.888","2021-06-21"
"10023","1973-08-08","F","true","true","usa","tucson","TUS","32.116","-110.941","2021-06-21"
"10024","1982-08-28","M","false","false","usa","fort worth","FTW","32.82","-97.362","2021-06-21"
"10025","1956-09-05","M","true","false","canada","edmonton","YXD","53.573","-113.521","2021-06-21"
"10026","1977-10-15","F","true","true","usa","tacoma","TCM","47.138","-122.476","2021-06-21"
"10027","1997-05-13","F","false","false","usa","el paso","ELP","31.807","-106.378","2021-06-21"
"10028","2004-10-16","M","true","false","usa","new york","LGA","40.777","-73.872","2021-06-21"
"10029","1986-04-02","F","false","true","usa","el paso","ELP","31.807","-106.378","2021-06-21"
"10030","1971-03-01","M","false","false","usa","miami","OPF","25.907","-80.278","2021-06-21"
"10031","1983-04-27","M","false","false","usa","washington","IAD","38.944","-77.456","2021-06-21"
"10032","1984-12-03","M","false","true","usa","akron","AKR","41.038","-81.467","2021-06-21"
"10033","1951-09-09","F","false","false","canada","calgary","YYC","51.114","-114.02","2021-06-21"
"10034","1992-05-23","M","false","true","usa","winston-salem","INT","36.134","-80.222","2021-06-21"
"10035","1987-04-06","F","true","true","usa","reno","RNO","39.498","-119.768","2021-06-21"
"10036","1951-03-13","M","true","false","usa","indianapolis","IND","39.717","-86.294","2021-06-21"
"10037","2006-05-02","M","false","false","usa","charlotte","CLT","35.214","-80.943","2021-06-21"
"10038","1969-04-27","M","true","true","canada","quebec","YQB","46.788","-71.398","2021-06-21"
"10039","1965-07-11","M","false","false","usa","san antonio","SAT","29.534","-98.47","2021-06-21"
"10040","1972-08-06","F","false","false","usa","omaha","OMA","41.302","-95.894","2021-06-21"
"10041","1984-11-19","M","false","false","usa","cleveland","CLE","41.412","-81.85","2021-06-21"
"10042","1991-08-17","F","false","true","usa","bakersfield","BFL","35.433","-119.057","2021-06-21"
"10043","1992-03-02","M","false","false","usa","chicago","MDW","41.786","-87.752","2021-06-21"
"10044","1967-08-21","F","true","true","usa","dallas","DAL","32.847","-96.852","2021-06-21"
"10045","1981-04-10","F","false","false","canada","ottawa","YOW","45.323","-75.669","2021-06-21"
"10046","2004-04-21","M","false","false","usa","charlotte","CLT","35.214","-80.943","2021-06-21"
"10047","1997-01-02","F","false","false","usa","new york","JFK","40.64","-73.779","2021-06-21"
"10048","1986-08-21","M","true","false","usa","indianapolis","IND","39.717","-86.294","2021-06-21"
"10049","1968-03-19","M","true","true","canada","calgary","YYC","51.114","-114.02","2021-06-21"
"10050","1980-02-21","F","true","false","canada","montreal","YHU","45.517","-73.417","2021-06-21"
"10051","1983-04-20","M","false","false","canada","ottawa","YOW","45.323","-75.669","2021-06-21"
"10052","1988-08-15","F","false","false","usa","new york","LGA","40.777","-73.872","2021-06-21"
"10053","1977-10-25","F","true","false","usa","colorado springs","COS","38.806","-104.7","2021-06-21"
"10054","1956-09-23","M","true","false","usa","akron","AKR","41.038","-81.467","2021-06-21"
"10055","1986-07-02","M","false","false","usa","lubbock","LBB","33.664","-101.823","2021-06-21"
"10056","1989-02-25","F","false","false","usa","anchorage","MRI","61.214","-149.846","2021-06-21"
"10057","1997-09-25","F","true","false","usa","los angeles","LAX","33.942","-118.408","2021-06-21"
"10058","1998-12-13","M","false","true","usa","los angeles","LAX","33.942","-118.408","2021-06-21"
"10059","1977-08-26","F","false","true","canada","montreal","YMX","45.68","-74.039","2021-06-21"
"10060","1971-02-12","F","true","true","usa","boston","BOS","42.364","-71.005","2021-06-21"
"10061","1987-01-26","F","false","false","usa","austin","AUS","30.194","-97.67","2021-06-21"
"10062","1992-08-21","M","false","false","usa","san jose","SJC","37.362","-121.929","2021-06-21"
"10063","1973-08-15","F","true","true","canada","toronto","YTZ","43.627","-79.396","2021-06-21"
"10064","1984-09-23","M","true","true","usa","louisville","LOU","38.228","-85.664","2021-06-21"
"10065","2006-08-07","M","false","false","usa","chicago","ORD","41.979","-87.904","2021-06-21"
"10066","1952-11-18","M","true","false","usa","denver","DEN","39.858","-104.667","2021-06-21"
"10067","2000-08-08","M","true","false","canada","toronto","YTZ","43.627","-79.396","2021-06-21"
"10068","1969-12-01","F","true","true","usa","cleveland","CLE","41.412","-81.85","2021-06-21"
"10069","1979-01-06","M","false","true","usa","san diego","SAN","32.733","-117.189","2021-06-21"
"10070","1971-10-19","M","true","false","usa","winston-salem","INT","36.134","-80.222","2021-06-21"
"10071","1978-02-27","M","false","false","usa","santa ana","SNA","33.676","-117.868","2021-06-21"
"10072","1954-03-27","F","false","false","usa","baton rouge","BTR","30.533","-91.149","2021-06-21"
"10073","1993-05-10","M","false","false","usa","el paso","ELP","31.807","-106.378","2021-06-21"
"10074","2004-06-12","F","false","true","canada","toronto","YYZ","43.677","-79.631","2021-06-21"
"10075","1993-12-11","F","false","true","usa","jacksonville","LRF","34.918","-92.146","2021-06-21"
"10076","1987-05-22","F","false","false","usa","chicago","MDW","41.786","-87.752","2021-06-21"
"10077","1971-04-27","F","true","false","usa","san jose","SJC","37.362","-121.929","2021-06-21"
"10078","1994-05-15","M","true","true","canada","toronto","YZD","43.742","-79.466","2021-06-21"
"10079","1977-11-02","F","false","true","canada","toronto","YYZ","43.677","-79.631","2021-06-21"
"10080","2001-02-18","M","false","false","usa","new york","JFK","40.64","-73.779","2021-06-21"
"10081","1983-06-22","M","true","false","usa","phoenix","PHX","33.434","-112.008","2021-06-21"
"10082","1970-04-18","M","false","false","usa","oakland","OAK","37.721","-122.221","2021-06-21"
"10083","1974-08-07","F","false","false","canada","saskatoon","YXE","52.171","-106.7","2021-06-21"
"10084","1998-02-05","M","false","true","usa","new york","LGA","40.777","-73.872","2021-06-21"
"10085","1990-12-16","M","false","true","usa","los angeles","LAX","33.942","-118.408","2021-06-21"
"10086","1995-05-18","F","true","false","usa","houston","IAH","29.98","-95.34","2021-06-21"
"10087","2000-04-21","F","false","false","usa","montgomery","MXF","32.379","-86.362","2021-06-21"
"10088","1985-11-06","F","true","false","usa","chicago","ORD","41.979","-87.904","2021-06-21"
"10089","1975-05-07","F","true","true","usa","grand rapids","GRR","42.881","-85.523","2021-06-21"
"10090","1979-08-27","F","true","true","usa","chicago","MDW","41.786","-87.752","2021-06-21"
"10091","1972-01-17","F","true","false","usa","los angeles","LAX","33.942","-118.408","2021-06-21"
"10092","1971-06-07","F","true","false","usa","los angeles","LAX","33.942","-118.408","2021-06-21"
"10093","1992-05-04","F","false","false","usa","phoenix","PHX","33.434","-112.008","2021-06-21"
"10094","1985-08-12","M","false","true","usa","chicago","UGN","42.422","-87.868","2021-06-21"
"10095","1967-09-24","F","true","false","usa","minneapolis","MSP","44.88","-93.217","2021-06-21"
"10096","1964-10-03","M","true","true","usa","columbus","LCK","39.814","-82.928","2021-06-21"
"10097","1980-04-14","F","true","false","usa","dallas","DAL","32.847","-96.852","2021-06-21"
"10098","1984-06-16","M","false","false","usa","los angeles","LAX","33.942","-118.408","2021-06-21"
"10099","1970-08-03","F","true","true","usa","new york","LGA","40.777","-73.872","2021-06-21"
"10100","1966-09-19","F","true","true","usa","memphis","MEM","35.042","-89.977","2021-06-21"
"10101","1973-10-15","M","false","false","usa","columbus","LCK","39.814","-82.928","2021-06-21"
"10102","1967-11-20","M","true","true","usa","columbus","CMH","39.998","-82.892","2021-06-21"
"10103","1972-06-28","F","false","false","canada","montreal","YHU","45.517","-73.417","2021-06-21"
"10104","2006-11-20","M","false","true","usa","des moines","DSM","41.534","-93.663","2021-06-21"
"10105","1968-07-16","M","false","false","usa","new york","JFK","40.64","-73.779","2021-06-21"
"10106","2006-02-04","M","false","false","usa","lubbock","LBB","33.664","-101.823","2021-06-21"
"10107","1994-09-27","F","true","false","usa","baltimore","BWI","39.175","-76.668","2021-06-21"
"10108","1966-07-24","M","true","true","usa","newport news","PHF","37.132","-76.493","2021-06-21"
"10109","1989-07-15","M","false","false","usa","fort worth","FTW","32.82","-97.362","2021-06-21"
"10110","1977-01-21","M","true","false","usa","colorado springs","COS","38.806","-104.7","2021-06-21"
"10111","1980-10-13","F","true","true","canada","victoria","YYJ","48.647","-123.426","2021-06-21"
"10112","1954-03-25","O","false","false","usa","san diego","NZY","32.699","-117.215","2021-06-21"
"10113","1982-05-12","F","false","false","usa","lubbock","LBB","33.664","-101.823","2021-06-21"
"10114","1975-08-02","M","false","false","canada","saskatoon","YXE","52.171","-106.7","2021-06-21"
"10115","1989-04-16","M","true","false","usa","atlanta","ATL","33.64","-84.427","2021-06-21"
"10116","1975-09-13","F","true","false","canada","toronto","YTZ","43.627","-79.396","2021-06-21"
"10117","1991-03-17","M","false","false","usa","santa ana","SNA","33.676","-117.868","2021-06-21"
"10118","1971-05-16","F","true","true","usa","new york","LGA","40.777","-73.872","2021-06-21"
"10119","1966-03-11","M","true","false","usa","san antonio","RND","29.529","-98.279","2021-06-21"
"10120","1988-11-25","M","true","true","usa","lincoln","LNK","40.851","-96.759","2021-06-21"
"10121","1974-08-18","M","false","false","usa","los angeles","LAX","33.942","-118.408","2021-06-21"
"10122","1984-06-16","F","false","false","usa","norfolk","NGU","36.938","-76.289","2021-06-21"
"10123","1992-05-13","F","true","true","usa","new york","JFK","40.64","-73.779","2021-06-21"
"10124","1995-01-04","F","false","false","usa","denver","DEN","39.858","-104.667","2021-06-21"
"10125","1978-03-03","F","false","true","usa","louisville","LOU","38.228","-85.664","2021-06-21"
"10126","1998-12-16","M","true","true","usa","long beach","LGB","33.818","-118.151","2021-06-21"
"10127","1991-11-21","F","false","false","usa","new york","JFK","40.64","-73.779","2021-06-21"
"10128","1954-08-19","F","true","false","canada","toronto","YZD","43.742","-79.466","2021-06-21"
"10129","1982-08-05","M","false","false","usa","indianapolis","IND","39.717","-86.294","2021-06-21"
"10130","1980-05-03","M","false","false","usa","charlotte","CLT","35.214","-80.943","2021-06-21"
"10131","1981-02-21","F","true","false","usa","indianapolis","IND","39.717","-86.294","2021-06-21"
"10132","1996-01-05","M","false","false","usa","chicago","MDW","41.786","-87.752","2021-06-21"
"10133","1976-08-06","F","true","false","usa","new york","LGA","40.777","-73.872","2021-06-21"
"10134","1987-11-03","M","false","true","usa","houston","IAH","29.98","-95.34","2021-06-21"
"10135","1978-10-23","M","true","true","usa","santa ana","SNA","33.676","-117.868","2021-06-21"
"10136","2006-01-20","M","false","true","usa","burlington","BTV","44.472","-73.153","2021-06-21"
"10137","1984-06-10","M","false","true","usa","louisville","LOU","38.228","-85.664","2021-06-21"
"10138","1982-09-16","F","true","false","usa","houston","IAH","29.98","-95.34","2021-06-21"
"10139","1984-10-16","M","false","false","usa","seattle","SEA","47.449","-122.309","2021-06-21"
"10140","1968-08-13","F","true","false","usa","bakersfield","BFL","35.433","-119.057","2021-06-21"
"10141","1982-01-17","F","true","true","usa","los angeles","LAX","33.942","-118.408","2021-06-21"
