"user_id","gender","age","married","has_children","actual_trips","avg_click","session_count","num_flights","avg_time_btw_booking_departure","avg_checked_baggage","frequency_of_discount_flight","frequency_hotel_discount","booked_seats","total_rooms","total_nights","hotel_booking_count","total_flight_price","total_hotel_price","rfm_recency","rfm_frequency","monetary_value","rfm_frequency_quartile","rfm_recency_quartile","rfm_monetary_quartile","rfm_rank","user_type","perks"
"229330","F","47","true","false","4","16.13","8","8","4","0.25","8","0","7","7","6","4","1548.11","837","41","8","2385.11","4","1","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"232647","F","18","false","false","2","12.50","8","2","1","1.00","8","0","1","1","11","2","237.1","213","86","8","450.1","3","3","4","4","Silver Members","Young and Free - Hotel&Flight (20% hotel discount)"
"249521","F","60","true","true","2","18.88","8","2","1","1.00","8","1","1","2","3","2","642.02","272.2","54","8","914.22","3","2","3","3","Gold Members","Senior Citizens - Flight Only(Senior citizens airport assistance)"
"252835","F","38","false","true","5","14.63","8","10","5","0.60","8","0","5","4","11","5","1676.55","531","48","8","2146.635","1","1","1","1","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"258451","F","23","false","false","1","20.88","8","1","0","0.00","8","0","0","0","0","0","0","0","71","8","0","4","3","4","4","Basic Members (No Bookings)","30% first timer welcome discount"
"264470","F","45","false","true","2","14.75","8","4","2","0.50","8","0","2","2","9","2","873.02","400","84","8","1235.2175","2","3","3","3","Gold Members","Family Travelers - Flight Only(Free Cancellation & Rescheduling)"
"276512","F","41","true","true","1","12.25","8","2","1","1.00","8","0","1","1","1","1","395.69","100","92","8","495.69","3","4","4","4","Silver Members","Family Travelers - Hotel&Flight(1 Complimentary Family Dinner)"
"281952","F","37","false","false","2","19.75","8","4","2","1.50","8","1","2","2","2","2","684.72","236.30","50","8","921.02","3","2","3","3","Gold Members","30% first timer welcome discount"
"283325","F","51","true","false","2","14.25","8","2","1","0.00","8","0","1","3","6","2","453.27","721","66","8","1128.943","2","3","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"290123","F","41","true","false","7","21.11","9","13","5","0.86","9","0","11","10","13","7","4796.11","1440","44","9","6236.11","1","1","1","1","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"297546","F","51","true","false","5","25.88","8","8","2","0.75","8","1","6","7","26","5","1660.72","524.00","51","8","2184.72","1","2","1","1","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"298253","F","47","true","true","1","12.25","8","2","1","2.00","8","0","1","0","0","1","712.42","0","75","8","712.42","3","3","3","3","Gold Members","Family Travelers - Flight Only(Free Cancellation & Rescheduling)"
"299476","F","39","true","false","1","20.78","9","2","1","0.00","9","0","1","1","1","1","192.38","71","39","9","263.38","1","1","4","4","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"306165","F","21","false","false","0","11.13","8","0","0","0.00","8","0","0","0","0","0","0","0","51","8","0","4","2","4","4","Basic Members (No Bookings)","30% first timer welcome discount"
"306819","F","60","true","true","2","41.13","8","6","3","0.33","8","0","3","1","1","1","270.16","370","41","8","640.16","3","1","3","4","Gold Members","Senior Citizens - Flight Only(Senior citizens airport assistance)"
"312488","M","31","true","false","1","9.50","8","2","1","1.00","8","0","1","1","0","1","407.1","299","49","8","706.1","3","2","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"313724","F","52","false","false","5","43.88","8","10","3","0.80","8","0","6","6","14","4","1911.30","723","43","8","2634.30","4","1","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"316527","F","42","true","true","4","17.38","8","8","4","0.25","8","1","5","5","12","4","1739.89","1287.10","57","8","3026.99","4","2","1","1","Silver Members","Family Travelers - Hotel&Flight(1 Complimentary Family Dinner)"
"317688","F","41","false","true","4","16.63","8","8","4","0.50","8","1","4","4","5","4","1238.74","667.90","47","8","1906.64","1","1","2","2","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"322867","F","46","false","false","1","10.25","8","2","1","1.00","8","0","1","1","7","1","173.04","189","50","8","362.04","3","2","4","4","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"324191","F","40","false","false","2","10.75","8","4","2","0.50","8","0","3","3","9","2","99.74","547","93","8","646.74","3","4","3","3","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"328590","F","56","false","false","3","47.88","8","8","3","0.25","8","1","6","4","9","2","3656.61","286.75","55","8","3943.36","4","2","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"330764","F","39","false","false","3","46.88","8","4","1","1.00","8","0","6","2","9","2","751.04","259","72","8","1010.04","2","3","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"330893","F","43","true","true","3","16.63","8","6","2","0.67","8","0","3","3","6","3","861.61","414","58","8","1275.61","2","2","3","3","Gold Members","Family Travelers - Flight Only(Free Cancellation & Rescheduling)"
"331039","F","44","true","true","1","24.75","8","4","61","3.00","8","0","8","0","0","0","4581.74","0","126","8","4581.74","4","4","1","1","Silver Members","Family Travelers - Hotel&Flight(1 Complimentary Family Dinner)"
"334787","F","53","false","false","3","14.88","8","6","2","0.67","8","0","3","3","6","3","758.17","507","51","8","1256.4475","2","2","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"337227","F","35","true","false","0","10.38","8","0","0","0.00","8","0","0","0","0","0","0","0","129","8","0","4","4","4","4","Basic Members (No Bookings)","30% first timer welcome discount"
"338086","F","40","false","true","2","17.13","8","4","2","0.50","8","1","2","2","2","2","981.69","116.0","67","8","1097.69","2","3","3","3","Gold Members","Family Travelers - Flight Only(Free Cancellation & Rescheduling)"
"340166","M","51","true","true","1","11.00","8","0","0","0.00","8","0","0","1","2","1","0","237","68","8","237","3","3","4","4","Silver Members","Family Travelers - Hotel&Flight(1 Complimentary Family Dinner)"
"343928","F","65","true","false","2","15.25","8","4","43","0.50","8","0","3","1","3","2","5550.62","116","39","8","4644.74","4","1","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"347778","F","50","false","false","5","18.00","9","10","3","1.00","9","0","8","7","9","5","4233.69","907","65","9","5140.69","1","3","1","1","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"348817","F","28","false","false","4","15.63","8","6","2","0.67","8","0","3","4","9","4","1374.62","1036","85","8","2410.62","4","3","1","1","Silver Members","Young and Free - Hotel&Flight (20% hotel discount)"
"348863","F","67","true","false","0","10.13","8","0","0","0.00","8","0","0","0","0","0","0","0","69","8","0","4","3","4","4","Basic Members (No Bookings)","30% first timer welcome discount"
"349132","F","49","false","false","3","14.78","9","4","1","0.50","9","1","4","5","14","3","721.06","553.3","50","9","1274.36","1","2","3","3","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"350648","F","18","false","false","1","36.88","8","4","1","0.00","8","0","2","0","0","0","424.36","0","50","8","424.36","3","2","4","4","Gold Members","Young and Free - Flight Only (Priority boarding)"
"353271","F","26","false","true","1","10.50","8","2","1","0.00","8","0","2","2","0","1","408.4","136","50","8","544.4","3","2","4","4","Gold Members","30% first timer welcome discount"
"353694","F","40","false","true","2","12.50","8","3","2","0.50","8","0","3","3","9","2","461.37","248","53","8","709.37","3","2","3","3","Gold Members","Family Travelers - Flight Only(Free Cancellation & Rescheduling)"
"354050","F","50","false","false","5","21.50","8","9","5","0.20","8","1","6","6","11","5","1957.88","1042.10","54","8","2970.8760","4","2","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"354260","F","49","false","false","2","14.50","8","4","3","1.00","8","0","2","1","2","2","1165.01","260","146","8","1425.01","2","4","2","2","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"354311","F","46","true","false","2","12.25","8","4","2","0.50","8","0","2","1","3","2","1072.89","97","137","8","1169.89","2","4","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"354950","M","53","true","false","1","12.50","8","2","0","1.00","8","0","1","1","6","1","460.54","127","74","8","587.54","3","3","4","4","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"356046","F","34","false","false","2","12.63","8","4","2","0.00","8","0","3","3","4","2","783.81","195","58","8","978.81","3","2","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"357737","F","41","true","true","5","52.38","8","10","4","0.40","8","2","5","4","12","4","2176.90","511.30","62","8","2688.20","4","2","1","1","Silver Members","Family Travelers - Hotel&Flight(1 Complimentary Family Dinner)"
"359072","F","51","true","true","3","39.75","8","8","4","0.25","8","0","4","2","3","2","790.47","330","120","8","1120.47","2","4","3","3","Gold Members","Family Travelers - Flight Only(Free Cancellation & Rescheduling)"
"359080","F","42","true","false","4","15.75","8","8","38","1.00","8","1","5","2","4","4","5153.56","677","55","8","5830.56","4","2","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"359653","M","55","false","false","2","15.88","8","4","2","1.00","8","1","2","2","3","2","784.33","402.6","51","8","1186.93","2","2","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"361459","F","41","true","true","1","7.38","8","2","1","1.00","8","0","1","1","1","1","393.91","165","116","8","558.91","3","4","4","4","Silver Members","Family Travelers - Hotel&Flight(1 Complimentary Family Dinner)"
"361759","F","52","true","false","4","15.44","9","8","3","0.50","9","1","4","3","2","4","1660.59","235.85","82","9","1896.44","1","3","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"363535","F","31","false","false","3","31.00","8","7","3","0.75","8","0","5","3","5","2","1328.15","194","79","8","1473.666","2","3","2","2","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"365825","F","45","false","false","2","44.38","8","3","1","1.00","8","0","1","1","10","1","64.63","95","76","8","159.63","3","3","4","4","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"371201","M","28","false","true","1","13.13","8","2","1","3.00","8","0","1","0","0","1","199.47","0","130","8","199.47","3","4","4","4","Silver Members","30% first timer welcome discount"
"372970","F","34","false","false","2","12.50","8","4","2","0.50","8","0","2","2","2","2","1293.3","408","97","8","1701.3","2","4","2","2","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"373489","F","37","true","true","1","13.11","9","2","25","3.00","9","0","4","2","12","1","7451.31","51","58","9","5639.4825","1","2","1","1","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"374331","M","42","false","false","2","42.25","8","4","1","1.00","8","0","2","2","12","1","472.52","280","59","8","752.52","3","2","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"374340","F","35","true","false","1","8.67","9","2","37","1.00","9","1","2","0","0","1","3966.19","0","61","9","3966.19","1","2","1","1","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"374341","F","26","false","false","3","13.13","8","0","0","0.00","8","0","0","6","22","3","0","457","88","8","457","3","4","4","4","Silver Members","Young and Free - Hotel&Flight (20% hotel discount)"
"375160","F","20","false","false","0","5.13","8","0","0","0.00","8","0","0","0","0","0","0","0","59","8","0","4","2","4","4","Basic Members (No Bookings)","30% first timer welcome discount"
"375729","F","53","false","false","3","17.75","8","6","2","0.33","8","0","3","3","6","3","1032.16","814","47","8","1710.282","2","1","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"375751","F","50","true","false","3","24.00","8","6","3","0.33","8","0","3","2","6","3","707.56","333","62","8","1040.56","2","2","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"376159","F","42","false","false","2","12.75","8","2","1","1.00","8","0","1","2","6","2","367.24","255","109","8","622.24","3","4","4","3","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"377069","F","68","true","false","1","32.50","8","4","48","1.00","8","0","4","0","0","0","1853.34","0","120","8","1853.34","1","4","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"377411","F","38","true","false","2","14.75","8","4","1","0.00","8","0","3","3","5","2","1008.61","227","73","8","1216.996","2","3","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"378565","F","40","true","true","5","17.00","8","4","1","0.50","8","0","2","6","44","5","709.63","723","58","8","1410.941","2","2","2","2","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"379543","F","56","true","false","3","13.00","8","6","2","0.33","8","0","3","3","6","3","1155.12","695","52","8","1850.12","1","2","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"380434","F","50","true","true","3","14.25","8","6","4","0.33","8","0","3","3","7","3","1070.76","795","76","8","1794.3375","2","3","2","2","Gold Members","Family Travelers - Flight Only(Free Cancellation & Rescheduling)"
"380436","F","44","false","false","1","13.38","8","2","1","1.00","8","1","1","1","4","1","113.25","148.5","89","8","261.75","3","4","4","4","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"380757","F","46","false","true","3","15.25","8","5","3","0.33","8","1","3","3","14","3","495.62","496.35","53","8","991.97","3","2","3","3","Gold Members","Family Travelers - Flight Only(Free Cancellation & Rescheduling)"
"380874","F","54","true","false","3","14.63","8","6","3","0.67","8","3","3","3","4","3","840.25","428.50","39","8","1268.75","2","1","3","3","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"380949","F","46","false","false","5","54.00","8","12","4","0.17","8","0","6","3","7","4","2211.87","678","41","8","2889.87","4","1","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"381259","F","21","false","true","1","12.13","8","2","1","1.00","8","0","1","1","1","1","719.48","68","52","8","787.48","3","2","3","3","Gold Members","30% first timer welcome discount"
"381465","F","34","false","false","4","30.63","8","4","2","0.00","8","0","3","3","31","3","378.95","468","60","8","846.95","3","2","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"382181","F","36","true","false","3","13.25","8","6","2","0.67","8","0","3","2","4","3","1073.04","416","54","8","1489.04","2","2","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"382384","F","57","true","false","1","9.38","8","2","1","1.00","8","0","1","1","0","1","228.63","156","41","8","384.63","3","1","4","4","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"382533","F","18","false","false","0","8.75","8","0","0","0.00","8","0","0","0","0","0","0","0","65","8","0","4","3","4","4","Basic Members (No Bookings)","30% first timer welcome discount"
"385689","F","49","false","true","4","11.50","8","6","3","0.33","8","0","4","5","16","4","1294.31","748","79","8","1986.843","1","3","2","2","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"386255","F","32","false","true","1","8.00","8","0","0","0.00","8","0","0","2","4","1","0","268","47","8","268","3","1","4","4","Gold Members","Family Travelers - Flight Only(Free Cancellation & Rescheduling)"
"386469","F","17","false","false","0","10.56","9","0","0","0.00","9","0","0","0","0","0","0","0","48","9","0","1","1","4","4","Basic Members (No Bookings)","30% first timer welcome discount"
"386914","F","46","true","true","2","36.75","8","6","46","3.00","8","1","11","1","2","1","22335.09","288.9","34","8","22623.99","4","1","1","1","Silver Members","Family Travelers - Hotel&Flight(1 Complimentary Family Dinner)"
"387282","F","30","false","true","1","10.88","8","0","0","0.00","8","1","0","3","4","1","0","297.0","43","8","297.0","3","1","4","4","Gold Members","Family Travelers - Flight Only(Free Cancellation & Rescheduling)"
"387783","M","53","true","true","3","10.88","8","2","1","0.00","8","0","1","4","14","3","431.26","566","156","8","997.26","3","4","3","3","Silver Members","Family Travelers - Hotel&Flight(1 Complimentary Family Dinner)"
"388328","F","50","true","true","5","15.00","9","6","2","1.00","9","1","3","5","23","5","1240.70","811.9","94","9","2052.60","1","4","2","2","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"388767","F","44","true","true","1","13.00","8","2","1","1.00","8","0","1","1","10","1","372.34","189","78","8","561.34","3","3","4","4","Silver Members","Family Travelers - Hotel&Flight(1 Complimentary Family Dinner)"
"388947","M","40","false","false","3","12.44","9","6","2","0.67","9","1","3","2","4","3","1304.09","342","74","9","1538.2385","1","3","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"389434","F","42","false","false","5","55.50","8","12","4","0.50","8","0","6","4","6","4","2768.63","678","95","8","3320.240","4","4","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"389662","F","38","false","false","3","18.25","8","4","2","1.00","8","0","2","3","4","3","660.18","519","77","8","1150.063","2","3","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"389759","F","33","false","true","3","19.50","8","6","2","0.33","8","0","5","5","5","3","3175.69","560","74","8","3648.631","4","3","1","1","Silver Members","Family Travelers - Hotel&Flight(1 Complimentary Family Dinner)"
"390811","F","41","false","false","3","16.50","8","6","3","0.67","8","0","3","3","10","3","1099.02","402","40","8","1501.02","2","1","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"392453","F","58","false","false","1","9.75","8","2","1","1.00","8","0","1","1","11","1","393.98","106","48","8","480.2810","3","1","4","4","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"395202","F","26","false","false","1","8.88","8","0","0","0.00","8","0","0","1","13","1","0","228","46","8","228","3","1","4","4","Gold Members","Young and Free - Flight Only (Priority boarding)"
"395981","F","51","true","false","3","12.63","8","6","4","1.00","8","0","4","4","3","3","2014.92","1036","84","8","2813.898","4","3","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"396552","F","45","true","false","4","13.63","8","6","4","0.50","8","0","4","4","3","4","824.85","699","84","8","1523.85","2","3","2","2","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"399137","F","53","true","false","4","19.38","8","4","2","1.00","8","0","2","6","15","4","831.47","784","105","8","1615.47","2","4","2","2","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"399218","F","44","true","true","2","15.13","8","4","2","0.50","8","0","2","1","2","2","487.9","123","100","8","610.9","3","4","4","4","Silver Members","Family Travelers - Hotel&Flight(1 Complimentary Family Dinner)"
"399799","F","55","true","false","4","15.75","8","7","3","0.50","8","0","4","4","8","4","1361.20","365","40","8","1726.20","2","1","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"400275","F","56","true","true","2","12.38","8","4","2","0.50","8","0","2","1","4","2","1073.05","263","41","8","1134.9410","2","1","3","3","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"400582","F","32","true","false","4","15.63","8","6","2","0.00","8","0","3","4","9","4","646.89","1082","92","8","1708.158","2","4","2","2","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"400899","F","45","true","false","3","31.88","8","6","2","0.67","8","0","4","4","10","3","1092.01","590","84","8","1682.01","2","3","2","2","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"401245","F","28","false","false","3","15.00","8","6","3","0.00","8","0","3","2","6","3","951.80","254","46","8","1169.168","2","1","3","3","Platinum Members","Young and Free - Hotel Only (10% hotel discount)"
"402332","F","32","false","false","2","17.13","8","4","3","0.00","8","2","3","3","1","2","860.90","264.10","41","8","1031.5140","2","1","3","3","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"402978","F","51","true","false","4","14.38","8","8","3","0.75","8","0","4","4","12","4","1413.04","543","48","8","1925.5165","1","1","2","2","Platinum Members","Business Travelers - Flight Only(Executive lounge access)"
"403881","F","44","false","false","4","16.63","8","7","4","0.75","8","0","6","6","10","4","2971.67","584","62","8","3555.67","4","2","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"404879","F","39","true","false","4","15.88","8","7","4","0.50","8","0","5","4","10","4","1046.88","739","65","8","1785.88","2","3","2","2","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
"405305","F","45","true","true","3","15.44","9","5","3","0.67","9","0","4","4","3","3","1615.60","780","67","9","2395.60","1","3","1","1","Platinum Members","Family Travelers - Hotel Only(Family event voucher)"
"406210","F","21","false","true","2","11.63","8","3","39","0.50","8","0","2","2","13","2","1190.81","334","39","8","1524.81","2","1","2","2","Platinum Members","30% first timer welcome discount"
"407118","F","52","true","false","3","14.00","8","7","66","0.75","8","0","6","2","8","2","2129.68","474","59","8","2603.68","4","2","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"407250","F","37","false","false","4","17.88","8","8","3","0.25","8","0","4","3","9","4","1914.57","325","78","8","2239.57","4","3","1","1","Silver Members","Business Travelers - Hotel&Flight(Room upgrade)"
"407275","F","42","false","false","4","15.75","8","8","3","0.50","8","0","4","3","14","4","746.95","500","68","8","1246.95","2","3","3","3","Gold Members","Business Travelers - Hotel Only (Free breakfast)"
